P48347	AT1G22300
Q9C6U7	At1g31530
Q9C6V2	At1g31620
Q9C6V7	At1g31670
Q9C6V9	At1g31690
Q9C6W7	At1g32000
Q9C6W8	At1g32010
Q9C6Y0	At1g44085
Q9C6Y4	At1g44120
Q9C6Y5	At1g44130
Q9C6Y8	At1g44180
Q9C6Z3	At1g30120
Q9C6Z4	At1g30130
Q9C6Z7	At1g30160
Q9C6Z8	At1g30170
Q9C6Z9	At1g30190
Q9C701	At1g49910
Q9C702	At1g49920
Q9C703	At1g49930
Q9C704	At1g66440
Q9C705	At1g66450
Q9C706	At1g66460
Q9C710	At1g66500
Q9C711	At1g66510
Q9C712	At1g66520
Q9C713	At1g66530
Q9C714	At1g66540
Q9C717	At1g55170
Q9C720	At1g55130
Q9C723	At1g55090
Q9C726	At1g55050
Q9C734	At1g48650
Q9C735	At1g48660
Q9C736	At1g48670
Q9C737	At1g48690
Q9C738	At1g48700
Q9C741	At1g48730
Q9C742	At1g48740
Q9C745	At1g48770
Q9C746	At1g48780
Q9C749	At1g48820
Q9C751	At1g30290
Q9C752	At1g30280
Q9C754	At1g30260
Q9C760	At1g42080
Q9C763	At1g42190
Q9C768	At3g11340
Q9C771	At3g11310
Q9C773	At3g11280
Q9C774	At3g11270
Q9C776	At3g11240
Q9C782	At3g11060
Q9C784	At1g69550
Q9C787	At1g69510
Q9C788	At1g69500
Q9C790	At1g69470
Q9C792	At1g69450
Q9C794	At1g69430
Q9C795	At1g69400
Q9C797	At1g69325
Q9C7A5	At3g12430
Q9C7B9	At3g12020
Q9C7C1	At3g12090
Q9C7C4	At3g12140
Q9C7E5	At1g28080
Q9C7E6	At1g28070
Q9C7E7	At1g28060
Q9C7F0	At1g28030
Q9C7F3	At1g28000
Q9C7F4	At1g27990
Q9C7F9	At1g27930
Q9C7G5	At1g72020
Q9C7G6	At1g72030
Q9C7G9	At1g72060
Q9C7H2	At1g72090
Q9C7H3	At1g72100
Q9C7H4	At1g72110
Q9C7I0	At1g35340
Q9C7I2	At1g35320
Q9C7I5	At1g35290
Q9C7I8	At1g35250
Q9C7J0	At1g35220
Q9C7J3	At1g56180
Q9C7J5	At1g56200
Q9C7J6	At1g56210
Q9C7J7	At1g56220
Q9C7J8	At1g56230
Q9C7K2	At1g56270
Q9C7K4	At1g56290
Q9C7K6	At1g56310
Q9C7K7	At1g56320
Q9C7L0	At1g56380
Q9C7L4	At1g54880
Q9C7L5	At1g54920
Q9C7L8	At1g54950
Q9C7M2	At1g55040
Q9C7N3	At1g29680
Q9C7N7	At1g29640
Q9C7N9	At1g29620
Q9C7P3	At1g29580
Q9C7P9	At1g29520
Q9C7Q1	At1g29500
Q9C7Q3	At1g29480
Q9C7Q7	At1g29440
Q9C7R9	At1g43000
Q9C7S3	At1g42960
Q9C7S6	At1g72290
Q9C7S8	At1g72270
Q9C7T0	At1g72250
Q9C7T1	At1g72240
Q9C7T2	At1g72230
Q9C7T6	At1g72190
Q9C7T7	At1g72180
Q9C7U6	At1g66240
Q9C7U7	At1g66230
Q9C7U8	At1g66220
Q9C7V1	At1g64260
Q9C7V3	At1g64290
Q9C7V6	At1g64320
Q9C7V7	At1g64330
Q9C7V8	At1g64340
Q9C7W0	At1g64360
Q9C7W1	At1g64370
Q9C7W7	At1g64440
Q9C7W9	At1g56520
Q9C7X0	At1g56510
Q9C7X6	At1g56420
Q9C7X9	At1g56350
Q9C7Y2	At1g32580
Q9C7Y3	At1g32570
Q9C7Y4	At1g32550
Q9C7Y7	At1g47940
Q9C7Y8	At1g47960
Q9C7Y9	At1g47970
Q9C7Z1	At1g47990
Q9C7Z2	At1g48010
Q9C7Z5	At1g48070
Q9C7Z7	At1g48095
Q9C802	At1g33500
Q9C803	At1g33490
Q9C811	At1g33410
Q9C813	At1g33390
Q9C819	At1g52270
Q9C824	At1g52320
Q9C825	At1g52330
Q9C829	At1g52380
Q9C830	At1g52390
Q9C834	At3g66652
Q9C835	At3g66654
Q9C836	At3g66656
Q9C842	At1g42710
Q9C843	At1g42700
Q9C858	At1g31540
Q9C862	At1g31470
Q9C863	At1g31460
Q9C864	At1g31450
Q9C865	At1g31440
Q9C869	At1g31400
Q9C870	At1g31390
Q9C871	At1g31380
Q9C872	At1g31370
Q9C875	At1g33330
Q9C876	At1g33320
Q9C877	At1g33290
Q9C881	At1g33250
Q9C890	At1g55200
Q9C891	At1g55210
Q9C892	At1g55220
Q9C893	At1g55230
Q9C896	At1g55260
Q9C899	At1g55290
Q9C8A0	At1g55300
Q9C8A1	At1g55310
Q9C8A7	At1g55360
Q9C8B4	At1g35900
Q9C8B5	At1g35890
Q9C8B6	At1g35880
Q9C8B7	At1g35860
Q9C8B9	At1g35830
Q9C8C0	At1g35820
Q9C8C1	At1g43130
Q9C8C2	At1g43100
Q9C8C3	At1g43090
Q9C8C4	At1g43080
Q9C8C5	At1g43040
Q9C8C8	At1g66190
Q9C8C9	At1g66180
Q9C8D3	At1g66130
Q9C8D5	At1g66110
Q9C8D7	At1g66080
Q9C8D8	At1g66070
Q9C8D9	At1g66060
Q9C8E2	At1g66030
Q9C8E6	At1g42550
Q9C8F3	At1g36640
Q9C8F8	At1g36230
Q9C8G3	At1g30320
Q9C8G5	At1g30360
Q9C8G6	At1g30370
Q9C8H3	At1g51570
Q9C8H4	At1g51620
Q9C8H6	At1g51640
Q9C8I0	At1g51720
Q9C8I1	At1g51730
Q9C8I5	At1g51790
Q9C8I6	At1g51800
Q9C8J3	At1g51405
Q9C8J5	At1g51430
Q9C8J7	At1g51450
Q9C8K4	At1g51520
Q9C8K5	At1g51530
Q9C8K6	At1g51538
Q9C8K8	At1g51560
Q9C8L2	At1g53520
Q9C8L7	At1g53610
Q9C8L8	At1g53620
Q9C8M0	At1g53650
Q9C8M4	At1g53690
Q9C8M5	At1g53700
Q9C8N0	At1g53760
Q9C8N3	At1g34355
Q9C8N8	At1g34400
Q9C8P0	At1g34430
Q9C8P1	At1g34440
Q9C8P3	At1g35400
Q9C8P4	At1g35410
Q9C8P5	At1g35420
Q9C8P6	At1g35430
Q9C8Q1	At1g35500
Q9C8Q4	At1g41820
Q9C8R4	At1g30070
Q9C8R5	At1g30060
Q9C8R6	At1g30050
Q9C8R7	At1g30020
Q9C8R8	At1g30010
Q9C8S1	At1g29980
Q9C8T2	At1g63280
Q9C8T3	At1g63290
Q9C8T4	At1g63300
Q9C8T5	At1g63310
Q9C8T6	At1g63320
Q9C8U2	At1g33830
Q9C8U4	At1g33870
Q9C8U5	At1g33880
Q9C8U6	At1g33890
Q9C8U7	At1g33900
Q9C8U8	At1g33910
Q9C8V0	At1g33930
Q9C8V1	At1g33940
Q9C8V2	At1g33950
Q9C8V9	At1g36020
Q9C8W0	At1g36030
Q9C8W1	At1g36050
Q9C8W5	At1g71970
Q9C8W7	At1g71950
Q9C8W8	At1g71940
Q9C8W9	At1g71930
Q9C8X0	At1g71910
Q9C8X4	At1g36390
Q9C8X5	At1g36380
Q9C8X8	At1g36320
Q9C8Y2	At1g66360
Q9C8Y4	At1g66330
Q9C8Z3	At3g06520
Q9C900	At3g06600
Q9C901	At3g06610
Q9C902	At3g06620
Q9C903	At3g06640
Q9C906	At1g74200
Q9C907	At1g74210
Q9C908	At1g74220
Q9C909	At1g74230
Q9C911	At1g74250
Q9C913	At1g74280
Q9C914	At1g74290
Q9C915	At1g74300
Q9C917	At1g53023
Q9C920	At1g53000
Q9C923	At1g52980
Q9C924	At1g52970
Q9C926	At1g52950
Q9C928	At1g52930
Q9C929	At1g52920
Q9C930	At1g52910
Q9C931	At1g52900
Q9C933	At1g52870
Q9C936	At1g52820
Q9C937	At1g52810
Q9C938	At1g52800
Q9C939	At1g52790
Q9C941	At1g52770
Q9C942	At1g52760
Q9C943	At1g52750
Q9C945	At1g61093
Q9C946	At1g61080
Q9C949	At1g61050
Q9C950	At1g61040
Q9C951	At1g61030
Q9C955	At1g60980
Q9C960	At1g60920
Q9C963	At1g60880
Q9C965	At1g80400
Q9C969	At1g80360
Q9C972	At1g80320
Q9C973	At1g80310
Q9C975	At1g80290
Q9C976	At1g80280
Q9C978	At1g69200
Q9C989	At1g71190
Q9C991	At1g71170
Q9C993	At1g71150
Q9C994	At1g71140
Q9C998	At1g71100
Q9C999	At1g71090
Q9C9A0	At1g71080
Q9C9A1	At1g71070
Q9C9A3	At1g71050
Q9C9A5	At1g71030
Q9C9B1	At1g73890
Q9C9B4	At1g73930
Q9C9B5	At1g73940
Q9C9B8	At1g73970
Q9C9B9	At1g73980
Q9C9C0	At1g73990
Q9C9C2	At1g74010
Q9C9C7	At1g74070
Q9C9C8	At1g74080
Q9C9D1	At1g74110
Q9C9D4	At1g72350
Q9C9D8	At1g72410
Q9C9E0	At1g72420
Q9C9E1	At1g72430
Q9C9E4	At1g72460
Q9C9E5	At1g72470
Q9C9E6	At1g72480
Q9C9E8	At1g72500
Q9C9E9	At1g72510
Q9C9F2	At1g68170
Q9C9F7	At1g68220
Q9C9G0	At1g68250
Q9C9G3	At1g68280
Q9C9G4	At1g68290
Q9C9G5	At1g68300
Q9C9G7	At1g68320
Q9C9G9	At1g68340
Q9C9H0	At1g68350
Q9C9H1	At1g68360
Q9C9H3	At1g71360
Q9C9H6	At1g71390
Q9C9H8	At1g71410
Q9C9I0	At1g71430
Q9C9I4	At1g71470
Q9C9I5	At1g71480
Q9C9I7	At1g71500
Q9C9I9	At1g71530
Q9C9J1	At1g71690
Q9C9J7	At1g76610
Q9C9J8	At1g76600
Q9C9K1	At1g76570
Q9C9K2	At1g76560
Q9C9K3	At1g76550
Q9C9K4	At1g76530
Q9C9K5	At1g76520
Q9C9K7	At1g76500
Q9C9L3	At1g69710
Q9C9L6	At1g66590
Q9C9L6	At1g69750
Q9C9L7	At1g69760
Q9C9M1	At1g66680
Q9C9M2	At1g66690
Q9C9M3	At1g66700
Q9C9M4	At1g66720
Q9C9M5	At1g66730
Q9C9M8	At1g66760
Q9C9N0	At1g66780
Q9C9N1	At1g66790
Q9C9N2	At1g66800
Q9C9N4	At1g66820
Q9C9N7	At1g66850
Q9C9N8	At1g66860
Q9C9N9	At1g66870
Q9C9P0	At1g66880
Q9C9P3	At1g74910
Q9C9P9	At1g75030
Q9C9Q1	At1g75060
Q9C9Q4	At1g75100
Q9C9Q5	At1g75110
Q9C9Q6	At1g75120
Q9C9Q9	At1g78230
Q9C9R4	At1g78180
Q9C9R9	At1g78130
Q9C9S0	At1g78120
Q9C9S1	At1g78110
Q9C9S4	At1g78090
Q9C9T0	At1g73820
Q9C9T1	At1g73810
Q9C9T2	At1g73805
Q9C9T4	At1g73780
Q9C9T5	At1g73770
Q9C9T6	At1g73760
Q9C9T8	At1g73740
Q9C9U1	At1g73700
Q9C9U3	At1g73680
Q9C9U5	At1g73660
Q9C9U9	At1g73620
Q9C9V2	At1g67860
Q9C9V4	At1g67880
Q9C9V5	At1g67890
Q9C9V7	At1g67910
Q9C9V8	At1g67920
Q9C9V9	At1g67930
Q9C9W5	At1g68010
Q9C9W7	At1g68030
Q9C9W8	At1g68040
Q9C9X1	At1g68070
Q9C9X2	At1g68080
Q9C9X7	At1g68130
Q9C9X8	At1g68140
Q9C9Y1	At3g08790
Q9C9Y3	At3g08760
Q9C9Y9	At3g08670
Q9C9Z2	At3g08640
Q9C9Z3	At3g08630
Q9C9Z6	At3g08600
Q9C9Z9	At3g08550
Q9CA09	At3g49400
Q9CA11	At3g49310
Q9CA15	At1g77790
Q9CA16	At1g77780
Q9CA17	At1g77770
Q9CA21	At1g77730
Q9CA24	At1g77700
Q9CA28	At1g68540
Q9CA32	At1g68490
Q9CA34	At1g68470
Q9CA36	At1g68450
Q9CA41	At1g68780
Q9CA42	At1g68790
Q9CA45	At1g68870
Q9CA46	At1g68880
Q9CA51	At1g74660
Q9CA52	At1g74650
Q9CA55	At1g74620
Q9CA59	At1g74560
Q9CA60	At1g74550
Q9CA61	At1g74540
Q9CA69	At1g74450
Q9CA70	At1g74440
Q9CA74	At1g74390
Q9CA76	At1g74370
Q9CA78	At1g74350
Q9CA79	At1g74340
Q9CA80	At1g74330
Q9CA83	At1g79750
Q9CA85	At1g79770
Q9CA89	At1g79860
Q9CA90	At1g79870
Q9CA92	At1g79890
Q9CA93	At1g79900
Q9CA97	At1g79950
Q9CA98	At1g79970
Q9CAA3	At1g69020
Q9CAA6	At1g68960
Q9CAB4	At1g70620
Q9CAC4	At1g70750
Q9CAC5	At1g70760
Q9CAC8	At1g63610
Q9CAD1	At1g63660
Q9CAD2	At1g63670
Q9CAD3	At1g63680
Q9CAD5	At1g63700
Q9CAD6	At1g63710
Q9CAD8	At1g63730
Q9CAD9	At1g63740
Q9CAE0	At1g63750
Q9CAE1	At1g63770
Q9CAE4	At3g10400
Q9CAE6	At3g10420
Q9CAE8	At3g10460
Q9CAF4	At3g10650
Q9CAF9	At1g67620
Q9CAG1	At1g67580
Q9CAG4	At1g67540
Q9CAH0	At1g72530
Q9CAH4	At1g72580
Q9CAH6	At1g72600
Q9CAH7	At1g72620
Q9CAI2	At1g72670
Q9CAI4	At1g72690
Q9CAI5	At1g72710
Q9CAI6	At1g72720
Q9CAI8	At1g72740
Q9CAI9	At1g72760
Q9CAJ1	At1g72790
Q9CAJ2	At1g72800
Q9CAJ7	At1g63830
Q9CAJ8	At1g63840
Q9CAK0	At1g63870
Q9CAK1	At1g63880
Q9CAK4	At1g63930
Q9CAK6	At1g63950
Q9CAK7	At1g63960
Q9CAL1	At1g70540
Q9CAL5	At1g70500
Q9CAL6	At1g70480
Q9CAL7	At1g70470
Q9CAL9	At1g70450
Q9CAM1	At1g63210
Q9CAM2	At1g63205
Q9CAM3	At1g63200
Q9CAM7	At1g63160
Q9CAM9	At1g63140
Q9CAN1	At1g63120
Q9CAN7	At1g63060
Q9CAN8	At1g63050
Q9CAP1	At1g77670
Q9CAP2	At1g77660
Q9CAP6	At1g77620
Q9CAP7	At1g77600
Q9CAQ3	At1g77530
Q9CAQ4	At1g77520
Q9CAQ5	At1g77500
Q9CAQ7	At1g77480
Q9CAQ8	At1g77470
Q9CAQ9	At1g77460
Q9CAR0	At1g77450
Q9CAR5	At1g69820
Q9CAS2	At1g69890
Q9CAS4	At1g69910
Q9CAS9	At1g73120
Q9CAT1	At1g73160
Q9CAT3	At1g73180
Q9CAT4	At1g73200
Q9CAT5	At1g73210
Q9CAT7	At1g73230
Q9CAU9	At3g04830
Q9CAV2	At3g04860
Q9CAV5	At3g04900
Q9CAV7	At3g04930
Q9CAW0	At3g04960
Q9CAW2	At3g04980
Q9CAW3	At3g04990
Q9CAW4	At3g05000
Q9CAW9	At3g11590
Q9CAX1	At3g11570
Q9CAX4	At3g11530
Q9CAX7	At3g11500
Q9CAX8	At3g11490
Q9CAY2	At3g11450
Q9CAY4	At3g11420
Q9CAY5	At3g11390
Q9CAY6	At3g11380
Q9CAY7	At3g11370
Q9CAY8	At3g11350
Q9CAZ7	At3g51430
Q9CB00	At4g11740
Q9CB03	At1g27460
Q9FDW8	At1g26340
Q9FDX6	At5g49480
Q9FDY0	At3g11890
Q9FDZ2	At1g25025
Q9FDZ2	At1g25112
Q9FDZ2	At1g25180
Q9FDZ5	At1g34020
Q9FDZ8	At1g73440
Q9FE06	At5g64260
Q9FE17	At5g55760
Q9FE18	At1g26550
Q9FE37	At1g24909
Q9FE37	At1g25083
Q9FE37	At1g25155
Q9FE52	At5g22840
Q9FE54	At1g16850
Q9FE56	At1g33970
Q9FE62	At5g08290
Q9FE78	At5g05470
Q9FEA0	At1g45976
Q9FEB5	At3g52180
Q9FEC1	At1g34000
Q9FEE2	At5g18580
Q9FEF7	At1g24822
Q9FEF7	At1g25097
Q9FEF9	At2g20820
Q9FEG2	At4g21790
Q9FEN9	At4g39100
Q9FF08	At5g07940
Q9FF11	At5g07810
Q9FF13	At5g07790
Q9FF19	At5g38440
Q9FF22	At5g38400
Q9FF25	At5g38380
Q9FF26	At5g38370
Q9FF28	At5g38350
Q9FF29	At5g38280
Q9FF31	At5g38260
Q9FF32	At5g38250
Q9FF34	At5g38220
Q9FF36	At5g38200
Q9FF39	At5g38170
Q9FF40	At5g38160
Q9FF49	At5g60710
Q9FF50	At5g60700
Q9FF51	At5g60680
Q9FF54	At5g60650
Q9FF56	At5g60630
Q9FF60	At5g60590
Q9FF62	At5g05120
Q9FF65	At5g05090
Q9FF68	At5g05060
Q9FF69	At5g05050
Q9FF70	At5g05040
Q9FF71	At5g05030
Q9FF72	At5g05020
Q9FF75	At5g04990
Q9FF84	At5g04895
Q9FF85	At5g23950
Q9FF87	At5g23930
Q9FF88	At5g23920
Q9FF91	At5g23890
Q9FF93	At5g23870
Q9FF95	At5g23850
Q9FF96	At5g23840
Q9FF97	At5g23830
Q9FF98	At5g23820
Q9FFA0	At5g23800
Q9FFA1	At5g23790
Q9FFA2	At5g23780
Q9FFA3	At5g23770
Q9FFA5	At5g23750
Q9FFA7	At5g23730
Q9FFA9	At5g22990
Q9FFB1	At5g22970
Q9FFB5	At5g22930
Q9FFB6	At5g22920
Q9FFC1	At5g22870
Q9FFC2	At5g22860
Q9FFC9	At5g16550
Q9FFD5	At5g16490
Q9FFD7	At5g16480
Q9FFD8	At5g16470
Q9FFD9	At5g16460
Q9FFE2	At5g16430
Q9FFE4	At5g16410
Q9FFE7	At5g16360
Q9FFE8	At5g16350
Q9FFF0	At5g16330
Q9FFF1	At5g16320
Q9FFF2	At5g16310
Q9FFF3	At5g16300
Q9FFF4	At5g16290
Q9FFF6	At5g05600
Q9FFF8	At5g05570
Q9FFG0	At5g05550
Q9FFG2	At5g05530
Q9FFG3	At5g05520
Q9FFG4	At5g05510
Q9FFG5	At5g05500
Q9FFG6	At5g05480
Q9FFG7	At5g44250
Q9FFH1	At5g44180
Q9FFH2	At5g44170
Q9FFH5	At5g44140
Q9FFH8	At5g44100
Q9FFI1	At5g17300
Q9FFI3	At5g17280
Q9FFI4	At5g17270
Q9FFI5	At5g17260
Q9FFI6	At5g17250
Q9FFI8	At5g17210
Q9FFI9	At5g17200
Q9FFJ0	At5g17190
Q9FFJ1	At5g17180
Q9FFJ2	At5g17170
Q9FFJ3	At5g05850
Q9FFJ4	At5g05840
Q9FFJ5	At5g05830
Q9FFJ8	At5g05800
Q9FFJ9	At5g05790
Q9FFK2	At5g05750
Q9FFK3	At5g05740
Q9FFK4	At5g05720
Q9FFK5	At5g05710
Q9FFK6	At5g05680
Q9FFK7	At5g05670
Q9FFK9	At5g05650
Q9FFL0	At5g05640
Q9FFL1	At5g05630
Q9FFL4	At5g35890
Q9FFL6	At5g35870
Q9FFL9	At5g35830
Q9FFM1	At5g35810
Q9FFN7	At5g63770
Q9FFP0	At5g63740
Q9FFP2	At5g63720
Q9FFP4	At5g63700
Q9FFP5	At5g63690
Q9FFP6	At5g63680
Q9FFQ0	At5g63640
Q9FFQ4	At5g63600
Q9FFQ5	At5g63590
Q9FFQ7	At5g63560
Q9FFQ8	At5g63550
Q9FFR3	At5g41670
Q9FFR4	At5g41660
Q9FFR5	At5g41650
Q9FFS4	At5g41560
Q9FFS5	At5g41550
Q9FFS6	At5g41540
Q9FFS7	At5g41530
Q9FFT1	At5g54990
Q9FFT3	At5g54970
Q9FFT4	At5g54960
Q9FFT5	At5g54950
Q9FFT6	At5g54940
Q9FFU2	At5g54880
Q9FFU3	At5g54870
Q9FFU5	At5g54850
Q9FFU6	At5g54830
Q9FFV1	At5g54760
Q9FFV2	At5g54750
Q9FFV7	At5g38650
Q9FFV8	At5g38640
Q9FFV9	At5g38620
Q9FFW0	At5g38610
Q9FFW3	At5g38580
Q9FFW6	At5g38550
Q9FFW7	At5g38540
Q9FFW8	At5g38530
Q9FFW9	At5g38520
Q9FFX0	At5g38510
Q9FFX5	At5g14000
Q9FFX6	At5g13990
Q9FFX8	At5g13970
Q9FFY0	At5g13950
Q9FFY2	At5g13920
Q9FFY4	At5g13890
Q9FFY5	At5g13880
Q9FFZ0	At5g13810
Q9FFZ1	At5g13800
Q9FFZ3	At5g06240
Q9FFZ4	At5g06230
Q9FFZ5	At5g06220
Q9FFZ6	At5g06210
Q9FFZ8	At5g06190
Q9FG01	At5g06160
Q9FG03	At5g06670
Q9FG04	At5g06660
Q9FG05	At5g06650
Q9FG06	At5g06640
Q9FG07	At5g06630
Q9FG09	At5g06610
Q9FG14	At5g06560
Q9FG18	At5g06520
Q9FG20	At5g06500
Q9FG22	At5g06480
Q9FG25	At5g06810
Q9FG28	At5g06790
Q9FG29	At5g06780
Q9FG31	At5g06760
Q9FG35	At5g06700
Q9FG37	At5g06680
Q9FG41	At5g37470
Q9FG42	At5g37460
Q9FG44	At5g37440
Q9FG45	At5g37430
Q9FG46	At5g37420
Q9FG47	At5g37410
Q9FG48	At5g37400
Q9FG50	At5g37210
Q9FG51	At5g37200
Q9FG53	At5g36670
Q9FG53	At5g36740
Q9FG54	At5g54370
Q9FG55	At5g43910
Q9FG58	At5g36280
Q9FG62	At5g36240
Q9FG64	At5g36228
Q9FG66	At5g36210
Q9FG70	At5g55950
Q9FG73	At5g55920
Q9FG74	At5g55910
Q9FG75	At5g55900
Q9FG81	At5g43830
Q9FG86	At5g43770
Q9FG89	At5g43750
Q9FG92	At5g43720
Q9FG94	At5g43690
Q9FG96	At5g50150
Q9FG97	At5g50140
Q9FG99	At5g50120
Q9FGA0	At5g50110
Q9FGA2	At5g50090
Q9FGA4	At5g50070
Q9FGA5	At5g50060
Q9FGA6	At5g50050
Q9FGA7	At5g50040
Q9FGA8	At5g50030
Q9FGB1	At5g50000
Q9FGC1	At5g35980
Q9FGC2	At5g35970
Q9FGC3	At5g35960
Q9FGC4	At5g35950
Q9FGC5	At5g35940
Q9FGC6	At5g67040
Q9FGC8	At5g67020
Q9FGD4	At5g66960
Q9FGD5	At5g66950
Q9FGE1	At5g23380
Q9FGE2	At5g24480
Q9FGE4	At5g24460
Q9FGE6	At5g24440
Q9FGE8	At5g64480
Q9FGE9	At5g64470
Q9FGF0	At5g64460
Q9FGF1	At5g64450
Q9FGF3	At5g64430
Q9FGF4	At5g64420
Q9FGF5	At5g64780
Q9FGF7	At5g64760
Q9FGG1	At5g64720
Q9FGG3	At5g64700
Q9FGG4	At5g64690
Q9FGG5	At5g41730
Q9FGG6	At5g23490
Q9FGG7	At5g58540
Q9FGG8	At5g58530
Q9FGH2	At5g58500
Q9FGH3	At5g58490
Q9FGH9	At5g58430
Q9FGI2	At5g37550
Q9FGI3	At5g37540
Q9FGI9	At5g47680
Q9FGJ1	At5g47660
Q9FGJ8	At5g47590
Q9FGJ9	At5g47580
Q9FGK4	At5g47530
Q9FGK6	At5g47510
Q9FGK8	At5g47490
Q9FGK9	At5g47480
Q9FGL0	At5g47470
Q9FGL4	At5g47440
Q9FGL5	At5g49660
Q9FGL6	At5g51920
Q9FGM5	At5g53110
Q9FGM6	At5g53100
Q9FGN0	At5g51430
Q9FGN5	At5g51360
Q9FGN6	At5g51350
Q9FGN7	At5g51340
Q9FGP1	At5g46200
Q9FGP2	At5g50590
Q9FGP2	At5g50690
Q9FGP3	At5g50550
Q9FGP3	At5g50650
Q9FGP4	At5g50540
Q9FGP4	At5g50645
Q9FGP5	At5g50500
Q9FGP9	At5g22790
Q9FGQ0	At5g50830
Q9FGQ1	At5g50820
Q9FGQ4	At3g28956
Q9FGQ5	At5g67280
Q9FGQ6	At5g67270
Q9FGQ9	At5g47060
Q9FGR1	At5g52530
Q9FGS0	At5g50250
Q9FGS4	At5g50210
Q9FGS7	At5g50180
Q9FGT1	At5g58130
Q9FGT2	At5g58120
Q9FGT3	At5g58110
Q9FGT4	At5g58100
Q9FGT8	At5g58070
Q9FGT9	At5g58050
Q9FGU0	At5g58040
Q9FGU1	At5g58030
Q9FGU3	At5g59100
Q9FGU5	At5g59080
Q9FGU6	At5g59070
Q9FGU7	At5g59050
Q9FGU9	At5g59020
Q9FGV2	At5g37010
Q9FGV3	At5g37000
Q9FGV4	At5g47950
Q9FGV5	At5g47940
Q9FGV8	At5g51310
Q9FGW2	At5g48280
Q9FGW3	At5g50780
Q9FGW5	At5g63370
Q9FGW7	At5g63350
Q9FGW8	At5g63340
Q9FGX3	At5g49440
Q9FGX4	At5g49430
Q9FGX6	At5g49410
Q9FGX7	At5g49400
Q9FGX8	At5g49390
Q9FGX9	At5g49380
Q9FGY0	At5g49370
Q9FGY3	At5g49620
Q9FGY5	At5g49600
Q9FGY6	At5g49590
Q9FGY8	At5g49580
Q9FGZ0	At5g49560
Q9FGZ3	At5g49530
Q9FGZ5	At5g49490
Q9FGZ6	At5g49470
Q9FGZ7	At5g42320
Q9FH00	At5g42290
Q9FH01	At5g42280
Q9FH07	At5g42220
Q9FH08	At5g42210
Q9FH14	At5g56250
Q9FH15	At5g56240
Q9FH17	At5g56220
Q9FH19	At5g56200
Q9FH20	At5g49140
Q9FH21	At5g49130
Q9FH22	At5g49120
Q9FH24	At5g49100
Q9FH29	At5g40100
Q9FH32	At5g54730
Q9FH33	At5g54720
Q9FH34	At5g54710
Q9FH40	At5g45600
Q9FH44	At5g45570
Q9FH46	At5g61970
Q9FH47	At5g61950
Q9FH48	At5g61940
Q9FH51	At5g61920
Q9FH55	At5g66340
Q9FH56	At5g66330
Q9FH58	At5g66310
Q9FH59	At5g66300
Q9FH60	At5g66290
Q9FH62	At5g66260
Q9FH63	At5g66250
Q9FH64	At5g66240
Q9FH65	At5g66230
Q9FH67	At5g42580
Q9FH77	At5g45330
Q9FH78	At5g45320
Q9FH82	At5g45280
Q9FH85	At5g45240
Q9FH86	At5g65830
Q9FH91	At5g67220
Q9FH92	At5g67210
Q9FH97	At5g67160
Q9FH98	At5g67150
Q9FHA1	At5g67120
Q9FHA4	At5g67090
Q9FHA5	At5g67080
Q9FHA6	At5g67070
Q9FHA8	At5g67050
Q9FHB4	At5g52480
Q9FHB6	At5g52450
Q9FHB7	At5g52430
Q9FHB8	At5g52420
Q9FHC0	At5g52400
Q9FHC1	At5g52390
Q9FHC2	At5g52380
Q9FHC3	At5g52370
Q9FHC5	At5g52350
Q9FHC6	At5g52340
Q9FHC7	At5g52330
Q9FHC8	At5g52320
Q9FHD1	At5g52280
Q9FHD2	At5g41310
Q9FHD8	At5g41250
Q9FHE2	At5g45120
Q9FHE4	At5g45100
Q9FHF0	At5g45060
Q9FHF4	At5g46510
Q9FHF5	At5g46500
Q9FHF6	At5g46490
Q9FHF8	At5g46470
Q9FHG0	At5g46450
Q9FHG1	At5g46440
Q9FHG3	At5g46420
Q9FHG7	At5g57760
Q9FHH0	At5g57730
Q9FHH2	At5g57710
Q9FHH5	At5g57685
Q9FHI1	At5g45550
Q9FHI2	At5g45540
Q9FHI3	At5g45530
Q9FHI4	At5g45520
Q9FHI6	At5g45500
Q9FHI8	At5g45480
Q9FHI9	At5g45470
Q9FHJ0	At5g45460
Q9FHJ1	At5g45450
Q9FHJ4	At5g45420
Q9FHJ5	At5g45410
Q9FHJ6	At5g45400
Q9FHJ8	At5g45380
Q9FHK5	At5g05180
Q9FHK8	At5g05150
Q9FHK9	At5g05140
Q9FHL0	At5g23480
Q9FHL1	At5g23470
Q9FHL2	At5g23460
Q9FHL4	At5g23440
Q9FHL8	At5g23400
Q9FHL9	At5g51650
Q9FHM0	At5g51640
Q9FHM1	At5g51630
Q9FHM3	At5g51610
Q9FHM5	At5g51590
Q9FHM6	At5g51580
Q9FHM8	At5g51560
Q9FHN0	At5g51540
Q9FHN1	At5g51530
Q9FHN2	At5g51520
Q9FHN3	At5g51510
Q9FHN7	At5g51470
Q9FHP0	At5g65910
Q9FHP1	At5g65890
Q9FHP2	At5g65880
Q9FHP6	At5g37740
Q9FHP8	At5g37730
Q9FHQ0	At5g37710
Q9FHQ5	At5g37650
Q9FHQ8	At5g37620
